NOVANAID	XUTM	YUTM	Z	Ave_WATLEV	DATE	COMP_LAYER
212.109_1	688196	6145304	8.5	33.9	1-02-2015	10
212.1100_1	695087	6155514	1.55	22.26	2-02-2015	10
212.111_1	690305	6145706	17	36	3-02-2015	10
212.112_1	690280	6145799	17	35.4	4-02-2015	10
212.117_1	696464	6150291	2.5	18.9	5-02-2015	10
212.1191_1	694998	6157856	-26.5409	19	6-02-2015	10
212.121_1	697913	6149238	3	15.4	8-02-2015	10
212.1268_1	693117	6146044	-2.4812	36.2833	9-02-2015	10
212.1283_1	689812	6150721	5.7	20.67	12-02-2015	10
212.1288_1	689911	6150743	8	21.2	15-02-2015	10
212.1292_1	689983	6150775	7	20.6	18-02-2015	10
212.1308_1	693506	6152309	2.04	16.29	20-02-2015	10
212.1309_1	693494	6151268	11.05	19.8	21-02-2015	10
212.1310_1	697699	6151260	-14.86	2.2801	22-02-2015	10
212.134_1	699700	6147193	0	12.9	28-02-2015	10
212.135_1	699646	6146550	3	11	1-03-2015	10
212.1367_1	693952.7	6148511	14	30.6	3-03-2015	10
212.1368_1	693873	6148908	-6.5	28.27	4-03-2015	10
212.136_1	698398	6146546	15	22.4	5-03-2015	10
212.137_1	698440	6146437	13	22.4	6-03-2015	10
212.1384_1	696005	6148510	-9.7	25.3	7-03-2015	10
212.1388_1	691542.34	6152863.5	-7.35	18.7267	9-03-2015	10
212.142_1	699399	6145557	2	14.4	10-03-2015	10
212.144_1	698706	6145355	-10.5	19	11-03-2015	10
212.175_1	696635	6151529	-15	5.6	12-03-2015	10
212.178_1	687620	6156430	-11	31	13-03-2015	10
212.188_1	698889	6150289	-16.25	3.8	14-03-2015	10
212.20A_1	681708	6149479	4.85	29.9	15-03-2015	10
212.22_1	681955	6149915	3.8	28.9	16-03-2015	10
212.257B_1	698879	6145631	-33.8	15.77	17-03-2015	10
212.265_1	697824.31	6157608.6	-0.5	19.1167	18-03-2015	10
212.309_1	699602	6146772	-11.6	12	19-03-2015	10
212.312_1	697458.31	6157570.75	7.45	19.81	20-03-2015	10
212.41A_1	687945	6154001	-18.85	35.5	22-03-2015	10
212.445_1	696330	6153975	3.37	16.325	23-03-2015	10
212.451_1	688029	6143343	18.15	37	24-03-2015	10
212.50_1	695390.91	6153045.41	-4.11	17.6767	25-03-2015	10
212.548_1	691200	6156451	-1.58	42.02	26-03-2015	10
212.553_1	690754.56	6156366.09	-0.73	47.83	27-03-2015	10
212.560_1	696409.65	6153658.51	1.65	18.785	28-03-2015	10
212.721_1	691765	6155213	-3.7	30.43	29-03-2015	10
212.777_1	697512	6143377	-18.25	12.5	30-03-2015	10
212.829_1	693827	6155851	-1.57	28.3933	31-03-2015	10
212.920_1	687536	6149729	9.175	21.1827	1-04-2015	10
212.923_1	693787	6148289	18.375	32.1	2-04-2015	10
212.932_1	694251	6157359	-22.5	21.24	3-04-2015	10
212.934_1	699568	6156595	-9.425	6.26	4-04-2015	10
212.937_1	696873.43	6151987.59	-28.6735	9.985	5-04-2015	10
212.969_1	688644.37	6147321.43	-15.2079	28.6	6-04-2015	10
212.991_1	696321	6150459	-11.35	15.7	7-04-2015	10
213.107_1	704304	6146491	-28.5	-1	8-04-2015	10
213.613_1	701085	6151824	-10.7	-0.7	9-04-2015	10
213.614_1	701173	6151841	-10.8	-0.6	11-04-2015	10
213.618_1	700341	6155924	-5.1	2.95	13-04-2015	10
213.624_1	702268.42	6150352.45	-21.44	0.5	14-04-2015	10
213.641_1	701973.04	6151423.1	-19.82	0.13	16-04-2015	10
213.642_1	701978.32	6151222.79	-18.44	0.21	17-04-2015	10
213.643_1	701981.07	6150982.1	-18	0.3	19-04-2015	10
213.644_1	701985.8	6150834.95	-17.44	0.31	21-04-2015	10
213.645_1	702201.1	6150725.08	-21.22	0.33	23-04-2015	10
215.1050_1	649204	6128158.7	-79.5	16.4	2-05-2015	10
215.742_1	645731	6132873	-71.5	4.1792	5-05-2015	10
216.152_1	675014	6136663	-11.15	24.8	7-05-2015	10
216.419_1	674564	6134504	5.8	24.5	9-05-2015	10
216.440_1	676796	6130681	-12.15	28.6	10-05-2015	10
216.460_1	663016	6132997	-14.95	29.7	11-05-2015	10
216.480_1	680854	6140280	6	24.26	12-05-2015	10
216.499_1	680026	6140477	-30.9505	22.865	13-05-2015	10
216.613_1	676834	6133305	4.55	31	14-05-2015	10
216.630_1	681084	6140700	4.65	16.18	16-05-2015	10
216.733_1	664804.74	6128039.2	-21.6	14.1	17-05-2015	10
217.1029_1	686709	6135524	-6.0956	29.3	18-05-2015	10
217.1030_1	686719	6135524	-6.0956	29.2	19-05-2015	10
217.1081_1	697819	6129144	4	27.6238	20-05-2015	10
217.209_1	683935	6140078	12.5	26.61	25-05-2015	10
217.277_1	684578	6133866	4.91	30.91	26-05-2015	10
217.363_1	697169	6142830	-18.9	21.7	27-05-2015	10
217.36_1	689033	6141762	11.4	33.3	28-05-2015	10
217.438_1	681840	6132122	-10.95	29.9	29-05-2015	10
217.48_1	686911	6141492	15.7	31.4	30-05-2015	10
217.504_1	682415	6131013	-2.4	29.7	31-05-2015	10
217.520_1	683906	6131679	7.15	30.2	1-06-2015	10
217.538_1	691912	6142043	17.35	33.2	2-06-2015	10
217.609_1	684803	6140267	2.2	26.18	3-06-2015	10
217.636_1	692417	6142550	13.9	33.5	4-06-2015	10
217.645_1	687080	6137787	5.75	30.28	5-06-2015	10
217.661_1	684842	6140697	16.435	26.8	6-06-2015	10
217.663_1	684216	6141154	6.1	26.7	7-06-2015	10
217.665_1	684973	6141911	10.44	27.3	8-06-2015	10
217.667_1	684615	6141964	10.85	28.01	9-06-2015	10
217.681_1	685514	6139473	11.25	27.1	10-06-2015	10
217.983_1	682516	6131806	6	30.67	12-06-2015	10
218.1058_1	708770.07	6141339.18	-1.53	4.0712	13-06-2015	10
218.1063_1	702113	6137955	-0.45	12	14-06-2015	10
218.1065_1	718352	6138021	0	5.1	15-06-2015	10
218.182_2	718006	6136036	19	15.9	16-06-2015	10
218.1839_1	702711	6133699	-19.5965	7	17-06-2015	10
218.1840_1	702700	6133644	-19.5965	9	18-06-2015	10
218.1897_1	711978	6134981	7.5	22.9	19-06-2015	10
218.1898_1	712022	6135416	-11.0975	22.78	20-06-2015	10
218.1899_1	711590	6134738	-12.6614	21.2	21-06-2015	10
218.1901_1	712193	6135084	14.8	23.4	22-06-2015	10
218.1907_1	717699	6135794	-2.32	20.56	23-06-2015	10
218.1909_1	717411	6137170	7.15	19.1	24-06-2015	10
218.1910_1	716498	6136203	-0.78	24.7	25-06-2015	10
218.1911_1	718414	6138066	-8.57	6.2	26-06-2015	10
218.1912_1	718182	6136249	-2.68	12.56	27-06-2015	10
218.1913_1	718327	6136257	-2.54	8.6	28-06-2015	10
218.1920_1	716531	6133996	22.93	25.785	29-06-2015	10
218.1921_1	716417	6135370	23	25.3133	30-06-2015	10
218.1922_1	716393	6135022	22.55	25.5517	1-07-2015	10
218.1934_1	717629	6135207	24.8	25.61	2-07-2015	10
218.1935_1	717096	6135243	25.6	26.09	3-07-2015	10
218.1936_1	716854	6135292	24.7	25.6	4-07-2015	10
218.1937_1	716013	6133817	18.6	26.5	5-07-2015	10
218.1954_1	707108.7	6136348.4	-20.0496	10.81	6-07-2015	10
218.1955_1	707099.57	6136350.62	-20.0819	10.67	7-07-2015	10
218.1956_1	707122	6136357.03	-20.0496	10.71	8-07-2015	10
218.1958_1	707118.63	6136344.54	-20.0496	10.92	9-07-2015	10
218.212_2	717396	6135725	23	14.4	10-07-2015	10
218.214_2	718114	6135828	14.3	16.6	11-07-2015	10
218.240_1	716792.2	6131320.8	19.5	22.5	12-07-2015	10
218.284_1	717508	6130169	2	3.2	13-07-2015	10
218.309_2	715386	6130377	13.5	10.9	14-07-2015	10
218.410_1	707634	6135860	-8	16	15-07-2015	10
218.441_1	700272	6137863	-0.5	12.4	16-07-2015	10
218.444_1	711342	6128483	-9	6.7	17-07-2015	10
218.476_1	700594	6137042	5.3	15	18-07-2015	10
218.491_1	704134	6141233	-3.4	13	19-07-2015	10
218.494_1	715818	6133878	5.5	26.6	20-07-2015	10
218.551_1	716828	6129440	5.1	11.9	21-07-2015	10
218.571_1	715025	6134407	17	26	22-07-2015	10
218.595_1	704276	6141140	-8.5	14.5	24-07-2015	10
218.634_1	703743	6142192	-2.5	21.2	25-07-2015	10
218.764_1	718564	6131719	0.29	19	26-07-2015	10
218.900_1	718129	6135933	11.9	24.05	27-07-2015	10
218.913_1	700707	6135233	0.4	-0.9	28-07-2015	10
218.950_1	710765	6137741	-5.5	14.3	29-07-2015	10
219.80_1	643455	6120911	-46	-1	30-07-2015	10
220.29_1	658625	6119977	-28.5	0.2	31-07-2015	10
220.359_1	657717	6123478	-26.7	12.58	1-08-2015	10
220.726_1	661666.78	6124852.31	-18	12.9	2-08-2015	10
221.230_1	664250	6124361	-26.3	8.2	7-08-2015	10
221.370_1	677293	6125714	-10.15	21	8-08-2015	10
221.535_1	664124	6123553	-20.75	10.3	9-08-2015	10
221.551_1	671689	6127100	-20.85	11.6	10-08-2015	10
221.628_1	669525	6120044	-20.41	7.1	11-08-2015	10
221.691_1	667987	6120866	-22.05	5.4	12-08-2015	10
221.798_1	671283	6124669	-20.85	10.6	13-08-2015	10
221.812_1	678285	6119472	-28.9	5.86	14-08-2015	10
221.880_1	679961	6126238	-11.8	35	15-08-2015	10
221.903_1	666946	6125786	-18.6	11.6	16-08-2015	10
221.914_1	677655	6116946	-23.05	3.8	17-08-2015	10
222.372_1	692135	6114607	-30.1	2.3	18-08-2015	10
222.399_1	699237	6113122	-33.55	0.2	19-08-2015	10
222.618_1	696405	6126951	-16.45	24.7	20-08-2015	10
223.16_1	711072	6126908	-1.5	0	21-08-2015	10
225.89_1	679642	6109668	-40.65	-1.6	22-08-2015	10
226.1215_1	688340	6110640	-24.5	17	29-08-2015	10
226.13E_1	685242	6099191	-29.9	0.9	30-08-2015	10
226.13F_1	685270	6099139	-31.9	0.8	31-08-2015	10
226.247_1	699981	6108722	-14.7	2	1-09-2015	10
226.279_1	696122	6112374	-34.25	3.87	2-09-2015	10
226.375_1	688558	6104225	-28.6	14.3	3-09-2015	10
227.119_1	701437.2	6112236.2	-29.2	0.2	5-09-2015	10
227.20_1	701938	6109592	-23.5	-1.4	6-09-2015	10
